market_id,event_title,trade_date,daily_trade_count,daily_usd_volume,avg_trade_price,min_trade_price,max_trade_price
516861,What price will Bitcoin hit in 2025?,2024-12-30,18,19115.050000000003,0.68472222222222223,0.039,0.961
516861,What price will Bitcoin hit in 2025?,2024-12-31,77,8357.96,0.63406493506493489,0.041,0.957
516861,What price will Bitcoin hit in 2025?,2025-01-01,23,2772.6699999999996,0.83539126086956528,0.048,0.957
516861,What price will Bitcoin hit in 2025?,2025-01-02,82,4420.6900000000014,0.58896337804878041,0.043,0.958
516861,What price will Bitcoin hit in 2025?,2025-01-03,111,11567.490000000002,0.53575674774774773,0.04,0.959
516861,What price will Bitcoin hit in 2025?,2025-01-04,22,3202.4199999999996,0.9534999999999999,0.952,0.954
516861,What price will Bitcoin hit in 2025?,2025-01-05,31,714.94999999999993,0.6905161290322579,0.047,0.954
516861,What price will Bitcoin hit in 2025?,2025-01-06,51,11038.64,0.77533333333333343,0.047,0.954
516861,What price will Bitcoin hit in 2025?,2025-01-07,60,15704.239999999996,0.65191664999999976,0.043,0.958
516861,What price will Bitcoin hit in 2025?,2025-01-08,46,2001.1299999999994,0.87539123913043493,0.043,0.958
516861,What price will Bitcoin hit in 2025?,2025-01-09,3,3.51,0.34733333333333333,0.043,0.956
516861,What price will Bitcoin hit in 2025?,2025-01-10,57,6872.4599999999982,0.74812280701754375,0.042,0.959
516861,What price will Bitcoin hit in 2025?,2025-01-11,45,2575.3700000000003,0.75322222222222235,0.042,0.959
516861,What price will Bitcoin hit in 2025?,2025-01-12,10,279.44,0.5915999,0.045,0.956
516861,What price will Bitcoin hit in 2025?,2025-01-13,70,6111.4600000000037,0.7351425285714287,0.04,0.959
516861,What price will Bitcoin hit in 2025?,2025-01-14,56,2003.8299999999986,0.82782096428571428,0.043,0.959
516861,What price will Bitcoin hit in 2025?,2025-01-15,16,2730.8300000000004,0.558,0.042,0.959
516861,What price will Bitcoin hit in 2025?,2025-01-16,24,708.80000000000018,0.46220833333333333,0.042,0.959
516861,What price will Bitcoin hit in 2025?,2025-01-17,24,4864.2000000000007,0.499625,0.044,0.955
516861,What price will Bitcoin hit in 2025?,2025-01-18,96,3359.0200000000009,0.4996458333333334,0.046,0.955
516861,What price will Bitcoin hit in 2025?,2025-01-19,206,6591.3500000000022,0.70520346601941752,0.048,0.953
516861,What price will Bitcoin hit in 2025?,2025-01-20,90,31022.649999999994,0.70475530000000031,0.057,0.942
516861,What price will Bitcoin hit in 2025?,2025-01-21,52,7059.8000000000011,0.56844230769230775,0.051,0.95
516861,What price will Bitcoin hit in 2025?,2025-01-22,113,2194.76,0.710495575221239,0.051,0.949
516861,What price will Bitcoin hit in 2025?,2025-01-23,46,822.69,0.69530434782608708,0.051,0.95
516861,What price will Bitcoin hit in 2025?,2025-01-24,21,2263.5299999999997,0.65099999999999991,0.05,0.953
516861,What price will Bitcoin hit in 2025?,2025-01-25,11,313.35,0.86981818181818182,0.05,0.953
516861,What price will Bitcoin hit in 2025?,2025-01-26,11,225.75,0.539909090909091,0.047,0.952
516861,What price will Bitcoin hit in 2025?,2025-01-27,15,383.91999999999996,0.34820000000000007,0.047,0.952
516861,What price will Bitcoin hit in 2025?,2025-01-28,25,3784.29,0.73488,0.046,0.954
516861,What price will Bitcoin hit in 2025?,2025-01-29,8,713.63,0.61349999999999993,0.048,0.953
516861,What price will Bitcoin hit in 2025?,2025-01-30,38,4183.48,0.80863157894736848,0.048,0.953
516861,What price will Bitcoin hit in 2025?,2025-01-31,51,14979.179999999993,0.84468627450980382,0.045,0.955
516861,What price will Bitcoin hit in 2025?,2025-02-01,31,2433.43,0.5438064516129032,0.042,0.958
516861,What price will Bitcoin hit in 2025?,2025-02-02,11,563.66000000000008,0.6227272727272728,0.042,0.955
516861,What price will Bitcoin hit in 2025?,2025-02-03,18,1320.42,0.95461105555555559,0.952,0.957
516861,What price will Bitcoin hit in 2025?,2025-02-04,45,1568.7,0.610111111111111,0.042,0.957
516861,What price will Bitcoin hit in 2025?,2025-02-05,37,1703.7099999999998,0.68491891891891887,0.043,0.957
516861,What price will Bitcoin hit in 2025?,2025-02-06,6,142.64000000000001,0.95316649999999992,0.952,0.954999
516861,What price will Bitcoin hit in 2025?,2025-02-07,22,763.32999999999993,0.66477272727272729,0.044,0.956
516861,What price will Bitcoin hit in 2025?,2025-02-08,88,10459.500000000005,0.62182954545454538,0.044,0.957
516861,What price will Bitcoin hit in 2025?,2025-02-09,26,3653.889999999999,0.67003846153846158,0.051,0.948
516861,What price will Bitcoin hit in 2025?,2025-02-10,58,7720.7999999999993,0.57687931034482764,0.049,0.951
516861,What price will Bitcoin hit in 2025?,2025-02-11,65,15138.04,0.869430769230769,0.046,0.955
516861,What price will Bitcoin hit in 2025?,2025-02-12,43,14574.89,0.9323720697674418,0.046,0.954
516861,What price will Bitcoin hit in 2025?,2025-02-13,38,5748.44,0.85860526315789487,0.045,0.955
516861,What price will Bitcoin hit in 2025?,2025-02-14,54,10575.120000000003,0.7854444444444445,0.044,0.957
516861,What price will Bitcoin hit in 2025?,2025-02-15,18,1315.73,0.4491666666666666,0.047,0.952
