market_id,trade_date,avg_trade_price,min_trade_price,max_trade_price,daily_trade_count,daily_usd_volume,rolling_7d_avg_volume
507286,2024-09-17,0.02,0.02,0.02,7,2.8200000000000003,2.8200000000000003
507286,2024-09-18,0.041735294117647065,0.012,0.961,34,35.180000000000007,19.000000000000004
507286,2024-09-19,0.014666666666666666,0.013,0.019,39,34.6,24.200000000000003
507286,2024-09-20,0.45059999999999995,0.015,0.984,40,6045.86,1529.615
507286,2024-09-21,0.40449969999999985,0.019,0.98,10,57.540000000000006,1235.2
507286,2024-09-22,0.63635714285714307,0.021,0.984,56,1310.4600000000012,1247.7433333333336
507286,2024-09-23,0.79059993333333345,0.017,0.984,15,366.38000000000005,1121.8342857142859
507286,2024-09-24,0.23222222222222222,0.017,0.982,9,185.74999999999997,1147.967142857143
507286,2024-09-25,0.02,0.018,0.021,6,42.83,1149.0600000000002
507286,2024-09-26,0.019666666666666666,0.018,0.022,3,23.939999999999998,1147.537142857143
507286,2024-09-27,0.0165,0.015,0.018,4,1.42,284.04571428571444
507286,2024-09-28,0.015125000000000001,0.015,0.016,8,5.89,276.667142857143
507286,2024-09-29,0.016083333333333338,0.016,0.018,24,23.319999999999997,92.79
507286,2024-09-30,0.017133199999999998,0.017,0.018,15,4.4,41.078571428571422
507286,2024-10-01,0.017466666666666665,0.017,0.018,15,9.69,15.927142857142856
507286,2024-10-02,0.03934146341463414,0.008,0.987,41,266.84,47.928571428571423
507286,2024-10-03,0.075,0.015,0.984,33,178.60000000000005,70.022857142857148
507286,2024-10-04,0.015958904109589039,0.015,0.018,73,65.819999999999965,79.222857142857137
507286,2024-10-05,0.018,0.016,0.02,14,15.4,80.581428571428575
507286,2024-10-06,0.019066733333333332,0.018,0.023,15,2.62,77.624285714285719
507286,2024-10-07,0.020428571428571431,0.019,0.023,28,25.159999999999997,80.59
507286,2024-10-08,0.021142857142857144,0.021,0.022,7,7.38,80.26
507286,2024-10-09,0.033791666666666678,0.019,0.977,72,87.51,54.641428571428577
507286,2024-10-10,0.022999866666666667,0.019,0.024,15,26.240000000000006,32.875714285714281
507286,2024-10-11,0.023,0.02,0.024,6,10.95,25.037142857142857
507286,2024-10-12,0.021999333333333333,0.02,0.024,9,4.71,23.51
507286,2024-10-13,0.10343478260869564,0.019,0.978,23,87.570000000000022,35.645714285714291
507286,2024-10-14,0.019644903225806448,0.018,0.022,31,43.430000000000021,38.255714285714291
507286,2024-10-15,0.020660392857142863,0.019,0.022,56,72.489999999999981,47.557142857142864
507286,2024-10-16,0.037148743801652874,0.02,0.978,121,252.7,71.155714285714282
507286,2024-10-17,0.02144294011976048,0.021,0.022,167,186.70000000000005,94.078571428571436
507286,2024-10-18,0.029568965517241377,0.02,0.979,116,282.00000000000017,132.80000000000004
507286,2024-10-19,0.052080596774193508,0.02,0.979,62,270.71999999999991,170.8014285714286
507286,2024-10-20,0.0866818181818182,0.02,0.979,44,164.28000000000003,181.76000000000002
507286,2024-10-21,0.15215895454545456,0.021,0.978,44,2627.72,550.94428571428568
507286,2024-10-22,0.024206689655172416,0.021,0.029,29,53.900000000000006,548.28857142857146
507286,2024-10-23,0.024333095238095237,0.021,0.029,42,48.910000000000011,519.17571428571432
507286,2024-10-24,0.077944425925925917,0.022,0.975,54,4783.0199999999977,1175.7928571428567
507286,2024-10-25,0.066374979166666667,0.025,0.974,48,26.920000000000012,1139.3528571428567
507286,2024-10-26,0.24039622641509437,0.024,0.975,53,4744.5999999999995,1778.4785714285711
507286,2024-10-27,0.024981981981981996,0.023,0.029,111,50.480000000000018,1762.2214285714281
507286,2024-10-28,0.024430209302325583,0.023,0.026,86,16.369999999999987,1389.1714285714281
507286,2024-10-29,0.24806868627450976,0.022,0.975,102,1299.7199999999991,1567.1457142857137
507286,2024-10-30,0.54578259866220735,0.024,0.974,299,689043.78000000014,99994.984285714308
507286,2024-10-31,0.17829491864406788,0.025,0.972001,295,1895.8,99582.5242857143
507286,2024-11-01,0.11558123255813954,0.025,0.974,43,151.46999999999983,99600.317142857166
507286,2024-11-02,0.026750000000000003,0.025,0.029,4,17.32,98924.991428571448
507286,2024-11-03,0.37045445454545445,0.024,0.973999,11,86.259999999999991,98930.102857142876
507286,2024-11-04,0.22162678571428573,0.024,0.975,126,919.27999999999986,99059.090000000026
507286,2024-11-05,0.027632882911392424,0.012,0.974,316,302.96000000000055,98916.695714285728
507286,2024-11-06,0.11746328440366975,0.009,0.985,218,572.55999999999972,563.66428571428571
507286,2024-11-07,0.033231730158730183,0.012,0.986,315,273.79999999999995,331.95
507286,2024-11-08,0.68648395804195794,0.013,0.986,286,50066.930000000015,7462.7300000000023
507286,2024-11-09,0.025426514771877344,0.014,0.983,5348,3102.0800000000181,7903.4100000000044
507286,2024-11-10,0.023756935552710166,0.016,0.981,4686,6383.6499999999969,8803.037142857147
507286,2024-11-11,0.022292429245283022,0.016,0.982,212,161.96999999999997,8694.850000000004
507286,2024-11-12,0.037789208430913337,0.016,0.983,427,704.90000000000066,8752.2700000000041
507286,2024-11-13,0.061567329512894009,0.016,0.982,349,768.54999999999927,8780.2685714285763
507286,2024-11-14,0.01739325521669341,0.017,0.018,623,447.65000000000015,8805.10428571429
507286,2024-11-15,0.074262132686084115,0.017,0.982,618,2531.9900000000107,2014.3985714285752
507286,2024-11-16,0.057482558139534949,0.017,0.982,516,1030.4500000000007,1718.4514285714297
507286,2024-11-17,0.021359550561797766,0.017,0.982,267,302.65,849.73714285714448
